date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
7/29/09,https://reliefweb.int/node/318915," human deaths  - as per provisional information received from the affected states/uts, 26 human deaths (uttarakhand-19, kerala-04, punjab-02 & gujarat-01) have been reported, thus raising the total death toll to 555 from 529",lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915," ndma  - total 06 coys & 12 teams of ndrf battalions have been deployed in the flood affected districts of assam (04-teams), bihar (01-team & 01-coy), gujarat (03-teams), kerala (03-teams), maharashtra (04-coys & 01-team) and west bengal (01-coy) for rescue and relief operations",lives,15,17,38,0,70,punjab
6/10/09,https://reliefweb.int/node/312923,"deployment of national disaster response force (ndrf) on 9th june, 2009 in west bengal - 08 teams consisting of 247 personnel (officer -01, so -20 and ors -225) deployed in affected areas alongwith 69 boats, 30 life bouys and 83 life jackets for carrying out relief and rescue operation",lives,4,0,5,0,9,sas nagar
6/10/09,https://reliefweb.int/node/312923,"- relief material, 5200 ration pkgs of 500 grams each distributed till data - 09 bauts are on standby",lives,4,0,5,0,9,sas nagar
6/10/09,https://reliefweb.int/node/312923,"navy - diving team distributed a total of 2000 water packets at aamtoli, radhnagar and chhota mullakhali areas on 5th june 2009 - the diving team shifted to kolkata on 8th june 2009, following receding of water levels from the flood affected areas",lives,4,0,5,0,9,sas nagar
6/6/09,https://reliefweb.int/node/312402,"status of logistic support provided by the ministry of defence as on 5th june, 2009 to west bengal in view of cyclone ""aila"" army - 10 x medical teams dispatched to affected area on 03rd june, 2009 (fn)",lives,0,2,6,0,8,punjab
6/6/09,https://reliefweb.int/node/312402,"06 x medical teams reached affected areas by 1800 hrs on 3rd june, 2009",lives,0,2,6,0,8,punjab
6/6/09,https://reliefweb.int/node/312402,"navy - 04 x gemini boats alongwith 08 divers dispatched to affected areas at 1330 hrs on 02 june, 2009 - additional gemini is on standby at vizag",lives,0,2,6,0,8,punjab
6/6/09,https://reliefweb.int/node/312402,"air force - 03 helicopters carried out relief operations wef 26th may, 2009 till 30th may, 2009",lives,0,2,6,0,8,punjab
6/6/09,https://reliefweb.int/node/312402,36 sorties carried out and 71.64 tons relief materials airlifted,lives,0,2,6,0,8,punjab
9/21/08,https://reliefweb.int/node/281535,"- due to deep depression from 16.09.2008 to 18.09.2008, heavy to very heavy rainfall with widespread extremely heavy falls has been reported in several parts of the state causing floods and damages in various districts",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- about 30.44 lakh population in 17 districts and in 2962 villages have been affected due to flood so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 45190 houses have also been damaged so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 1194 lakh ha crop area has also been damaged so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 689 relief camps are established in which about 240754 persons have been accommodated,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 58 medical teams have also been deployed in the affected areas for providing medical car,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 02 sar (search & rescue) teams of ndrf consisting of 82 personnel (36 personnel in each team, and 10 support staff) have been deployed in kendrapara and jagatsinghpur districts alongwith 20 obms for rescue and relief operations",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 137 relief camps are running in the affected districts of the state in which about 29,799 people have been accommodated",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 09 boats have been pressed into service in the affected areas for rescue and relief operations,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 332 state and 512 panchayat roads are reportedly damaged due to heavy rainfall in the state,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- as per information received from on telephone from state control room, 34 persons have lost their lives during last 48 hours due to landslides, heavy rains etc",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 8210 people have been affected in state so far due to heavy rainfall and landslides,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 490 people have been evacuated from champawat district to safer places,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- in all, about 45,74,000 people from 2528 villages in 18 districts have been affected due to flood in the state",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 3,19,669 houses are reported to have been damaged due to flood so far",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 3654 boats have been pressed into service for rescue and relief operations in the flood affected areas of the state,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 1028345 persons have been evacuated from the affected areas so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 372 relief camps have been opened in the flood affected area in which 3,85932 people have been accommodated",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 189 cattle camps are opened in the affected areas in which about 54230 animals accommodated,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 177 medical teams have been deployed in the affected areas of the state,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 409 health centre have also been opened in the flood affected areas of the state for providing medical care,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- in all, 25,75,500 people from 4,741 villages in 23 districts have been affected severely and 732 villages marooned in the state so far due to flood",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- about 3,40,761 houses have been damaged so far",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- about 57,425 people from the affected areas have been evacuated so far",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 4.22 lakh ha areas have been damaged so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 441 relief camps have been opened in the flood affected areas in which 48182 people have been accommodated,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 4,330 boats have been pressed into service for rescue and relief operations in the affected areas",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 183 mobile teams of doctors along with medicines have been deployed in the flood affected areas for providing medical care,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- about 38.76 lakh people, in all, are reported to have been affected in the state due to flood so far",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 119858 ha cropped areas has been damaged,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- about 8913 people have been evacuated to the safer places,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 37 relief centres are opened in which about 10247 people have been accommodated,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- about 20.00 lakh people have been affected in 21 districts and 1524 villages in the state due to flood so far,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 32067 people continued to be accommodated in 178 relief camps in the flood affected areas of the state,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,- 85 boats continued to be deployed in the state for relief and rescue operations,lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"- 33,704 people have been evacuated from the affected areas and shifted to safer places",lives,47,29,84,0,160,sas nagar
9/21/08,https://reliefweb.int/node/281535,"human deaths - as per provisional information received from the affected states/uts, 135 human deaths were reported, raising the total death toll to 2364 from 2210 during the last 48 hours",lives,47,29,84,0,160,sas nagar
9/20/08,https://reliefweb.int/node/281294,"- due to deep depression from 16.09.2008 to 18.09.2008, heavy to very heavy rainfall with widespread extremely heavy falls has been reported in several parts of the state causing floods and damages in various districts",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- about 19.83 lakh population in 15 districts and in 2606 villages have been affected due to flood so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 45190 houses have also been damaged so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 1194 ha crop area has also been damaged so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- in 441 relief camps about 150386 persons have been accommodated,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- relief has been provided to 19,83,131 people so far in the affected areas",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- 79,203 people have been evacuated so far",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 55 medical teams have also been deployed in the affected areas,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- 02 sar (search & rescue) teams of ndrf consisting of 82 personnel (36 personnel in each team, and 10 support staff) have been deployed in kendrapara and jagatsinghpur districts alongwith 20 obms for rescue and relief operations",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 02 sar (search & rescue) teams of ndrf alongwith 25 obms are likely to reach orissa from bihar by today night and they will be deployed in cuttack and puri districts for rescue and relief operations from 21.09.2008,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- about 18.56 lakh people in 15 districts and in 121 villages have been affected due to flood so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- in 137 relief camps about 29,799 people have been accommodated",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 09 boats have been pressed into service in the affected areas,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 332 state and 512 panchayat roads are reportedly damaged due to heavy rainfall in the state,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- 6149 feeders, 590 transformers and 4322 electricity poles in 12908 villages have been damaged",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 330 medical teams consisting of 136 medical officers and 1035 paramedical staff have been deployed in the affected areas,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- about 45,72,000 people from 2502 villages in 18 have been affected due to flood in the state",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- 3,19,569 houses are reported to have been damaged due to flood so far",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 3521 boats have been pressed into service for rescue and relief operations,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 1028345 persons have been evacuated from the affected areas so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- in 372 relief camps about 3,71,100 people have been accommodated",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 177 medical teams have been deployed in the affected areas of the state,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 409 health centre have also been opened in the flood affected areas,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- about 25,75,498 people from 4,741 villages in 23 districts have been affected severely",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- about 3,31,265 houses have been damaged so far",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- about 57,425 people from the affected areas have been evacuated so far",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 4.22 lakh ha areas have been damaged so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- in 441 relief camps about 48182 people have been accommodated,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"- 4,330 boats and 183 mobile teams of doctors along with medicines continued to be deployed in the flood affected areas",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 17 companies of pac have been deployed with 184 motorized boats and 88 wooden boats in the affected areas for relief and rescue operations,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,"as a result, several villages in the districts of poorva medinipur, south 24 pargana and north 24 pargana are reported to have been affected severally",lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- about 38.76 lakh people have been affected in the state due to flood so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 119858 ha cropped areas has been damaged,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- about 8913 people have been evacuated to the safer places,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- in 37 relief centres about 10247 people have been accommodated,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- 418099 houses have been damaged due to flood so far,lives,46,21,89,0,156,punjab
9/20/08,https://reliefweb.int/node/281294,- about 20.00 lakh people have been affected in 21 districts and 1524 villages in the state due to flood so far,lives,46,21,89,0,156,punjab
