date,source,sentence,topic,people (keyword count in url),crops (keyword count in url),homes (keyword count in url),money (keyword count in url),importance (keyword count in url),location
7/11/10,https://reliefweb.int/node/360767,- 80 houses fully and 129 houses have been partially damaged,lives,6,4,15,0,25,"patiala, sangrur"
7/11/10,https://reliefweb.int/node/360767,- 26 medical teams and vet teams have been deployed in the flood affected areas,lives,6,4,15,0,25,"patiala, sangrur"
7/11/10,https://reliefweb.int/node/360767,- 03 relief camps have been opened,lives,6,4,15,0,25,"patiala, sangrur"
7/11/10,https://reliefweb.int/node/360767,- 21 boats in patiala district have been deployed for evacuation.,lives,6,4,15,0,25,"patiala, sangrur"
7/11/10,https://reliefweb.int/node/360755,initial estimates suggest damage to paddy crop in over 2 lakh acre each in the two states,lives,8,12,25,0,45,"amritsar, patiala, sangrur"
7/11/10,https://reliefweb.int/node/360755,"according to a preliminary assessment by punjab government, the flood-affected districts have suffered losses worth around rs 300 crore in crops and infrastructure",lives,8,12,25,0,45,"amritsar, patiala, sangrur"
7/11/10,https://reliefweb.int/node/360755,"patiala in punjab seems to be the worst affected district, where only 5 out of 25 breaches have been plugged so far",lives,8,12,25,0,45,"amritsar, patiala, sangrur"
7/11/10,https://reliefweb.int/node/360755,floods have damaged 190 link roads in patiala,lives,8,12,25,0,45,"amritsar, patiala, sangrur"
7/11/10,https://reliefweb.int/node/360755,national disaster response force (ndrf) teams began rescue operations in the two states with the help of 18 boats,lives,8,12,25,0,45,"amritsar, patiala, sangrur"
7/10/10,https://reliefweb.int/node/360648,"- 03 districts (ambala, kurushetra and kaithal) have been badly affected",lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,"- 08 teams of 8th bn ndrf consisting of 343 personnel alongwith boats-52, life jacket-110, life buoy- 187, inflatable lights-08, dragon light-10, torch (large)-72, chain saw-08, nylon ropes-11 bundles, reflective jackets-325, generator-08, tent-11, tarpouline-18 and deep diving apparatus-12 have been deployed at kurushetra and kaithal for emergency response and rescue operations in flood affected areas",lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,"- due to incessant rains over the past four days, 04 districts (roopnagar, ludhiana, sas nagar and patiala) have been badly affected",lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,"- 05 teams of 7th bn ndrf consisting of 207 personnel alongwith boats-28, life jacket-47 and life buoy- 25 have been deployed at patiala and sangrur for emergency response and rescue operations in flood affected areas",lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- about 178 villages in district patiala have been affected,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- about 900 people are reported to have been affected,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,"- 1,41,500 ha cropped area are reported to have been affected",lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- 80 fully and 129 partially houses have been damaged,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- 26 medical teams and vet teams have been deployed in the flood affected areas,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- 03 relief camps have been opened,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- 21 boats in patiala district have been deployed for evacuation,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/10/10,https://reliefweb.int/node/360648,- 763.26 km road have been damaged due to heavy and incessant rainfall.,lives,8,5,21,0,34,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360584,- eight teams of the national disaster response force (ndrf) comprising 339 personnel have been deployed to assist in rescue operations in the state,lives,5,3,14,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/9/10,https://reliefweb.int/node/360584,"- two army columns have been deployed in jyotisar (kurukshetra) and two army columns in devinagar (ambala) from 7th july 2010, to assist in flood relief and in repairing the breach in the sutlej yamuna link canal",lives,5,3,14,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/9/10,https://reliefweb.int/node/360584,of haryana has launched a helpline for the affected district of ambala (0171-2530401),lives,5,3,14,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/9/10,https://reliefweb.int/node/360584,"- according to air, 108 villages in the district of patiala, 115 villages in the district of ludhiana (including between 20-25,000 acres of standing crop) and 115 villages in the district of fatehgarh sahib have been affected by flooding",lives,5,3,14,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/9/10,https://reliefweb.int/node/360584,- four teams of the ndrf comprising 167 personnel have been deployed at patiala and sangrur for rescue operations,lives,5,3,14,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/9/10,https://reliefweb.int/node/360499,"- 03 districts (ambala, kurushetra and kaithal) have been badly affected",lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,"- 08 teams of 8th bn ndrf consisting of 339 personnel alongwith boats-52, life jacket-110, life buoy- 187, inflatable lights-08, dragon light-10, torch (large)-72, chain saw-08, nylon ropes-11 bundles, reflective jackets-325, generator-08, tent-11, tarpouline-18 and deep diving apparatus-12 have been deployed at kurushetra and kaithal for emergency response and rescue operations in flood affected areas",lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,"- due to incessant rains over the past four days, 04 districts (roopnagar, ludhiana, sas nagar and patiala) have been badly affected",lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,"- 04 teams of 7th bn ndrf consisting of 167 personnel alongwith boats-28, life jacket-47 and life buoy- 25 have been deployed at patiala and sangrur for emergency response and rescue operations in flood affected areas",lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- about 178 villages in district patiala have been affected,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- about 900 people are reported to have been affected,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,"- 1,41,500 ha cropped area are reported to have been affected",lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- 80 fully and 129 partially houses have been damaged,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- 26 medical teams and vet teams have been deployed in the flood affected areas,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- 03 relief camps have been opened,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- 21 boats in patiala district have been deployed for evacuation,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/9/10,https://reliefweb.int/node/360499,- 763.26 km road have been damaged due to heavy and incessant rainfall,lives,9,5,21,0,35,"ludhiana, patiala, roopnagar, sangrur, sas nagar"
7/8/10,https://reliefweb.int/node/360551,"- 03 districts (ambala, kurushetra and kaithal) have been badly affected",lives,7,4,11,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/8/10,https://reliefweb.int/node/360551," - 08 teams of 8th bn ndrf consisting of 339 personnel alongwith boats-52, life jacket-110, life buoy- 187, inflatable lights-08, dragon light-10, torch (large)-72, chain saw-08, nylon ropes-11 bundles, reflective jackets-325, generator-08, tent-11, tarpouline-18 and deep diving apparatus-12 have been deployed at kurushetra and kaithal for emergency response and rescue operations in flood affected areas",lives,7,4,11,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/8/10,https://reliefweb.int/node/360551,#NAME?,lives,7,4,11,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/8/10,https://reliefweb.int/node/360551,"- 04 teams of 7th bn ndrf consisting of 167 personnel alongwith boats-28, life jacket-47 and life buoy- 25 have been deployed at patiala and sangrur for emergency response and rescue operations in flood affected areas",lives,7,4,11,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/8/10,https://reliefweb.int/node/360551,- about 40 villages in district patiala have been affected,lives,7,4,11,0,22,"fatehgarh sahib, ludhiana, patiala, sangrur, sas nagar, sbs nagar"
7/7/10,https://reliefweb.int/node/360299," buses, trains and other vehicles were stranded and the situation is fast turning grim for those along riverine areas in the three states",lives,3,0,2,0,5,punjab
7/7/10,https://reliefweb.int/node/360202,- 03 districts have been badly affected,lives,4,4,10,0,18,"fatehgarh sahib, ludhiana, patiala, sas nagar, sbs nagar"
7/7/10,https://reliefweb.int/node/360202,"- 03 teams of 8th bn ndrf consisting of 138 personnel alongwith 20 boats and other life saving aids have been deployed at sutlej yamuna link, canal for emergency response and rescue operations in flood affected area",lives,4,4,10,0,18,"fatehgarh sahib, ludhiana, patiala, sas nagar, sbs nagar"
7/7/10,https://reliefweb.int/node/360202,#NAME?,lives,4,4,10,0,18,"fatehgarh sahib, ludhiana, patiala, sas nagar, sbs nagar"
7/7/10,https://reliefweb.int/node/360202,- about 40 villages in district patiala have been affected,lives,4,4,10,0,18,"fatehgarh sahib, ludhiana, patiala, sas nagar, sbs nagar"
7/6/10,https://reliefweb.int/node/360264,"-        about 9,43,357 people, 1363 villages and 13 districts have been affected",lives,7,4,14,0,25,punjab
7/6/10,https://reliefweb.int/node/360264,"-        4,36,800 people have been accommodated in 706 relief camps",lives,7,4,14,0,25,punjab
7/6/10,https://reliefweb.int/node/360264,"-        about 23,262 people, 08 districts & 32 villages have been affected",lives,7,4,14,0,25,punjab
7/6/10,https://reliefweb.int/node/360264,-        163 fully and 3379 partially houses have been damaged so far,lives,7,4,14,0,25,punjab
7/6/10,https://reliefweb.int/node/360264,-        216 people have been accommodated in 04 relief camps,lives,7,4,14,0,25,punjab
7/5/10,https://reliefweb.int/node/360195,"-        about 9,43,357 people, 1363 villages and 13 districts have been affected",lives,7,4,14,0,25,punjab
7/5/10,https://reliefweb.int/node/360195,"-        4,36,800 people have been accommodated in 706 relief camps",lives,7,4,14,0,25,punjab
7/5/10,https://reliefweb.int/node/360195,"-        about 23,059 people, 05 districts & 07 villages have been affected",lives,7,4,14,0,25,punjab
7/5/10,https://reliefweb.int/node/360195,-        157 fully and 3340 partially houses have been damaged so far,lives,7,4,14,0,25,punjab
7/5/10,https://reliefweb.int/node/360195,-        216 people have been accommodated in 04 relief camps,lives,7,4,14,0,25,punjab
7/4/10,https://reliefweb.int/node/360232,"-        about 9,43,357 people, 1363 villages and 13 districts have been affected",lives,7,4,14,0,25,punjab
7/4/10,https://reliefweb.int/node/360232,"-        4,36,800 people have been accommodated in 706 relief camps",lives,7,4,14,0,25,punjab
7/4/10,https://reliefweb.int/node/360232,"-        about 24,363 people, 10 districts & 42 villages have been affected",lives,7,4,14,0,25,punjab
7/4/10,https://reliefweb.int/node/360232,-        142 fully and 3125 partially houses have been damaged so far,lives,7,4,14,0,25,punjab
7/4/10,https://reliefweb.int/node/360232,-        215 people have been accommodated in 04 relief camps,lives,7,4,14,0,25,punjab
7/3/10,https://reliefweb.int/node/360255,"-        about 9,43,357 people, 1363 villages and 13 districts have been affected",lives,7,6,15,0,28,punjab
7/3/10,https://reliefweb.int/node/360255,"-        56,384.59 ha cropped area are reported to have been affected",lives,7,6,15,0,28,punjab
7/3/10,https://reliefweb.int/node/360255,"-        4,36,800 people have been accommodated in 706 relief camps",lives,7,6,15,0,28,punjab
7/3/10,https://reliefweb.int/node/360255,"-        about 24,363 people, 10 districts & 42 villages have been affected",lives,7,6,15,0,28,punjab
7/3/10,https://reliefweb.int/node/360255,-        142 fully and 3125 partially houses have been damaged so far,lives,7,6,15,0,28,punjab
7/3/10,https://reliefweb.int/node/360255,-        215 people have been accommodated in 04 relief camps,lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,"- about 9,43,357 people, 1363 villages and 13 districts have been affected",lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,"- 56,384.59 ha cropped area are reported to have been affected",lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,"- 4,36,800 people have been accommodated in 706 relief camps",lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,"- about 24,363 people, 10 districts & 42 villages have been affected",lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,- 142 fully and 3125 partially houses have been damaged so far,lives,7,6,15,0,28,punjab
7/2/10,https://reliefweb.int/node/360081,- 215 people have been accommodated in 04 relief camps,lives,7,6,15,0,28,punjab
7/1/10,https://reliefweb.int/node/359848,"-        about 934,127 people, 1206 villages and 11 districts have been affected",lives,7,5,14,0,26,punjab
7/1/10,https://reliefweb.int/node/359848,-        144 boats have been deployed in the affected areas,lives,7,5,14,0,26,punjab
7/1/10,https://reliefweb.int/node/359848,"-        436,800 people have been accommodated in 521 relief camps",lives,7,5,14,0,26,punjab
7/1/10,https://reliefweb.int/node/359848,"-        about 24,363 people, 10 districts & 42 villages have been affected",lives,7,5,14,0,26,punjab
7/1/10,https://reliefweb.int/node/359848,-        142 fully and 3125 partially houses have been damaged so far,lives,7,5,14,0,26,punjab
7/1/10,https://reliefweb.int/node/359848,-        215 people have been accommodated in 04 relief camps,lives,7,5,14,0,26,punjab
6/30/10,https://reliefweb.int/node/359918,"-        about 9,34,127 people, 1206 villages and 11 districts have been affected",lives,7,7,14,0,28,punjab
6/30/10,https://reliefweb.int/node/359918,-        144 boats have been deployed in the affected areas,lives,7,7,14,0,28,punjab
6/30/10,https://reliefweb.int/node/359918,"-        4,36,800 people have been accommodated in 521 relief camps",lives,7,7,14,0,28,punjab
6/30/10,https://reliefweb.int/node/359918,"-        about 24,363 people, 10 districts & 42 villages have been affected",lives,7,7,14,0,28,punjab
6/30/10,https://reliefweb.int/node/359918,-        142 fully and 3125 partially houses have been damaged so far,lives,7,7,14,0,28,punjab
6/30/10,https://reliefweb.int/node/359918,-        215 people have been accommodated in 04 relief camps,lives,7,7,14,0,28,punjab
6/29/10,https://reliefweb.int/node/359891,"-        about 8,63,947 people are reported to have been affected",lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,"-        56,224.59 ha cropped area is reported to have been affected",lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,-        144 boats have been deployed in the affected areas,lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,"-        4,36,800 people have been accommodated in 521 relief camps",lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,"-        about 23,706 population and 71 villages in 11 districts are reported to have been affected in the state due to flood so far",lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,-        133 fully and 2986 partially houses have been damaged so far,lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,-        2820.67 ha cropped area is reported to have been affected,lives,5,7,14,0,26,punjab
6/29/10,https://reliefweb.int/node/359891,-        215 people have been accommodated in 04 relief camps,lives,5,7,14,0,26,punjab
6/28/10,https://reliefweb.int/node/359938,"-        about 8,63,947 people are reported to have been affected",lives,3,4,5,0,12,punjab
6/28/10,https://reliefweb.int/node/359938,"-        56,224.59 ha cropped area are reported to have been affected",lives,3,4,5,0,12,punjab
6/28/10,https://reliefweb.int/node/359938,-        144 boats have been deployed in the affected areas,lives,3,4,5,0,12,punjab
6/28/10,https://reliefweb.int/node/359938,"-        4,36,800 people have been accommodated in 521 relief camps",lives,3,4,5,0,12,punjab
6/3/10,https://reliefweb.int/node/359948,-        13 houses have been damaged,lives,1,2,14,0,17,punjab
6/3/10,https://reliefweb.int/node/359948,-        about 1985 population and 7 villages in 04 districts are reported to have been affected in the state due to flood so far,lives,1,2,14,0,17,punjab
6/3/10,https://reliefweb.int/node/359948,-        01 relief camps has been opened in the affected areas,lives,1,2,14,0,17,punjab
6/3/10,https://reliefweb.int/node/359948,-        385 houses (13-fully & 372-partially) have been damaged,lives,1,2,14,0,17,punjab
12/21/09,https://reliefweb.int/node/337810,"late floods in india during october affected six different states across the country, out of which andhra pradesh and karnataka were the most affected",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,another flood /landslide in the first week of october 2009 affected more than 14 districts of the far western region of nepal,lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,"the flood and landslides claimed 62 lives, affecting more than 27,000 families and more than 150,000 individuals",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,"following an assessment, a disaster relief emergency fund (dref) of approximately chf 307,000 (usd 294,763 or eur 205,656) has been allocated for the distribution of non-food items to some 4,000 affected families and replenishment of emergency stocks during the cyclone aila operation, bangladesh red crescent society (bdrcs) and the international federation successfully completed the distribution of shelter kits and household items to 7,000 the affected families in satkhira and khulna districts",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,"approximately 200,000 displaced people are expected to leave the conflict area",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,"according to government estimates, 2,500 to 3,000 displaced families are still staying back in hazara division and attock district",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,latest figures on the displaced people suggest that more than 1.65 million (out of 2.7 million) displaced families have returned to their homes in malakand division,lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,"some 7,200 displaced families have so far received non-food items",lives,37,4,13,1,55,punjab
12/21/09,https://reliefweb.int/node/337810,of people we help: the south asia regional office supports the seven national societies and seven country offices of the international federation in south asia,lives,37,4,13,1,55,punjab
9/11/09,https://reliefweb.int/node/324281,"human deaths - as per provisional information received from the affected states/uts, 13 human deaths have been reported from states of bihar, uttar pradesh & west bengal, thus raising the total death toll to 1012 from 999",lives,5,0,3,0,8,punjab
9/10/09,https://reliefweb.int/node/324067,"human deaths - as per provisional information received from the affected states/uts, 04 human deaths have been reported from states of uttar pradesh & west bengal, thus raising the total death toll to 999 from 995",lives,4,0,2,0,6,punjab
9/3/09,https://reliefweb.int/node/323143,"human deaths - as per provisional information received from the affected states/uts, 27 human deaths {uttarakhand -21(18 persons missing in pithoragarh landslide have been included in the death list by the state of uttarakhand), uttar pradesh -03, punjab -02 and west bengal -01} have been reported, thus raising the total death toll to 967 from 939",lives,8,4,2,0,14,punjab
8/18/09,https://reliefweb.int/node/320992,"- about 6,56,742 people are reported to have been affected",lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 45 relief camps have been opened in the affected areas,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 02 relief camps have been opened in the affected areas,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,"- about 3,84,000 people are reported to have been affected",lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,"- 1,26,000 ha cropped area are reported to have been affected",lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 12547 houses have been damaged,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 62200 people have been evacuated so far,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 64346 people are accommodated in 80 relief camps,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 25906.24 ha cropped area are reported to have been affected,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 22196 houses have been damaged,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 2926 ha cropped area have affected,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 6122 houses have been damaged,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 24131 people are accommodated in 95 relief camps,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,- 10877 houses have been damaged,lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,"human deaths - as per provisional information received from the affected states/uts, 02 human deaths (assam-01 & punjab-01) have been reported, thus raising the total death toll to 703 from 701",lives,17,11,32,0,60,sas nagar
8/18/09,https://reliefweb.int/node/320992,"ndma - total 06 coys & 08 teams of ndrf battalions have been deployed in the flood affected districts of assam (04-teams), bihar (01-coy & 02 teams), kerala (01-team), maharashtra (04-coys & 01-team) and west bengal (01-coy) for rescue and relief operations",lives,17,11,32,0,60,sas nagar
8/5/09,https://reliefweb.int/node/319788, - about 1.68 lakh people in 107 villages are reported to have been affected,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 10156 people have been evacuated so far,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"- in sitamari district, a breach in the embankment of river bagmati near runi saidpur has been reported due to which, about 1.00 lakh people, 40 villages in 7-8 panchayat          are reported to have been affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"about 40,000 people in 20 villages are reported to have been badly affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 200 people have been accommodated in 02 relief camps,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"- 131 private boats, 18 government boats and 22 ndrf boats have been pressed into service for rescue and relief operations",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"- about 3,84,000 people are reported to have been affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"- 1,26,000 ha cropped area have been affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 7127 houses have been damaged,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 62200 people have been evacuated so far,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- about 1220297 people are reported to have been affected,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 25906.24 ha cropped area have been affected,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 22138 houses have been damaged,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"- about 6,33,981 people are reported to have been affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 2926 ha cropped area have been affected,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 5492 houses (fully-83 & partially-5409) have been damaged,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788," - about 2,17,000 people in 252 villages and 14 districts are reported to have been affected",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 137230 ha cropped area have been affected,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,- 10877 houses have been damaged,lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788,"human deaths - as per provisional information received from the affected states/uts, 09 human deaths (tamil nadu-04, madhya pradesh-02, kerala, punjab and west bengal-01 each) have been reported, thus raising the total death toll to 636 from 627",lives,19,14,43,0,76,punjab
8/5/09,https://reliefweb.int/node/319788," ndma - total 08 coys & 04 teams of ndrf battalions have been deployed in the flood affected districts of assam (03-teams), bihar (03-coys), kerala (01-team), maharashtra (04-coys) and west bengal (01-coy) for rescue and relief operations",lives,19,14,43,0,76,punjab
7/29/09,https://reliefweb.int/node/318915," - about 1,64,000 people are reported to have been affected",lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915," - 77,728 ha cropped area have been affected",lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- 5926 houses have been damaged,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 8840 people have been evacuated so far,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 10770 people have been accommodated in 79 relief camps,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- about 1217998 people are reported to have been affected,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 25689.38 ha cropped area have been affected,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 21580 houses have been damaged,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 147 people have been accommodated in 04 relief camps,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915," - about 4,11,018 people are reported to have been affected",lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 2926 ha cropped area have been affected,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- 5382 houses have been damaged,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 18680 people have been accommodated in 95 relief camps,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 42 medical teams have also been deployed in the affected areas,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- 1265 ha cropped area have been affected,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- 5914 houses have been damaged,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 1308 people have been accommodated in 26 relief camps,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915,- about 2.95 lakh population and 453 villages in 12 districts are reported to have been affected in the state due to flood so far,lives,15,17,38,0,70,punjab
7/29/09,https://reliefweb.int/node/318915, - 138 relief camps have also been opened in the affected areas,lives,15,17,38,0,70,punjab
